Symbol;Date;Open;High;Low;Close
USDETB:CUR;10/05/2022;51.4331;51.4401;51.4331;51.4401
USDETB:CUR;09/05/2022;51.4234;51.4331;51.3;51.4331
USDETB:CUR;06/05/2022;51.4167;51.4234;51.3653;51.4234
USDETB:CUR;05/05/2022;51.4167;51.4167;51.31;51.4167
USDETB:CUR;04/05/2022;51.4064;51.4167;51.3478;51.4167
USDETB:CUR;03/05/2022;51.3992;51.5508;51.25;51.4064
USDETB:CUR;02/05/2022;51.3992;51.3992;51.25;51.3992
USDETB:CUR;29/04/2022;51.3822;51.3992;51.3478;51.3992
USDETB:CUR;28/04/2022;51.3571;51.3822;51.3;51.3822
USDETB:CUR;27/04/2022;51.3391;51.3642;51.3391;51.3571
USDETB:CUR;26/04/2022;51.3155;51.3642;51.23;51.3391
USDETB:CUR;25/04/2022;51.3155;51.3155;51.17;51.3155
USDETB:CUR;22/04/2022;51.297;51.311;51.2;51.297
USDETB:CUR;21/04/2022;51.2724;51.297;51.2;51.297
USDETB:CUR;20/04/2022;51.2555;51.2724;51.15;51.2724
USDETB:CUR;19/04/2022;51.2314;51.2555;51.2;51.2555
USDETB:CUR;18/04/2022;51.213;51.2314;51.1;51.2314
USDETB:CUR;15/04/2022;51.1884;51.213;51;51.213
USDETB:CUR;14/04/2022;51.1705;51.1884;51.08;51.1884
USDETB:CUR;13/04/2022;51.147;51.1705;51.07;51.1705
USDETB:CUR;12/04/2022;51.1296;51.147;51.05;51.147
USDETB:CUR;11/04/2022;51.1056;51.1296;51;51.1296
USDETB:CUR;08/04/2022;51.0887;51.1056;51.0593;51.1056
USDETB:CUR;07/04/2022;51.0642;51.0887;50.9979;51.0887
USDETB:CUR;06/04/2022;51.0489;51.0642;50.9979;51.0642
USDETB:CUR;05/04/2022;51.0254;51.054;50.9744;51.0489
USDETB:CUR;04/04/2022;51.0091;51.0254;50.95;51.0254
USDETB:CUR;01/04/2022;50.9867;51.0091;50.9071;51.0091
USDETB:CUR;31/03/2022;50.975;50.9867;50.91;50.9867
USDETB:CUR;30/03/2022;50.9683;50.975;50.9;50.975
USDETB:CUR;29/03/2022;50.9581;50.9683;50.9581;50.9683
USDETB:CUR;28/03/2022;50.951;50.9581;50.85;50.9581
USDETB:CUR;25/03/2022;50.9398;50.951;50.8889;50.951
USDETB:CUR;24/03/2022;50.9322;50.9398;50.8237;50.9398
USDETB:CUR;23/03/2022;50.9204;50.9322;50.8;50.9322
USDETB:CUR;22/03/2022;50.9133;50.9204;50.8;50.9204
USDETB:CUR;21/03/2022;50.9011;50.9133;50.8;50.9133
USDETB:CUR;18/03/2022;50.8935;50.9011;50.8;50.9011
USDETB:CUR;17/03/2022;50.8823;50.8935;50.8426;50.8935
USDETB:CUR;16/03/2022;50.8746;50.8823;50.78;50.8823
USDETB:CUR;15/03/2022;50.8629;51.0789;50.8;50.8746
USDETB:CUR;14/03/2022;50.8558;51.0789;50.8;50.8629
USDETB:CUR;11/03/2022;50.8431;50.8558;50.7923;50.8558
USDETB:CUR;10/03/2022;50.836;50.8431;50.75;50.8431
USDETB:CUR;09/03/2022;50.8243;50.836;50.7735;50.836
USDETB:CUR;08/03/2022;50.8167;50.8243;50.75;50.8243
USDETB:CUR;07/03/2022;50.8167;50.8167;50.7;50.8167
USDETB:CUR;04/03/2022;50.7974;50.8252;50.75;50.8045
USDETB:CUR;03/03/2022;50.7871;50.8006;50.69;50.7974
USDETB:CUR;02/03/2022;50.7871;50.8488;50.7;50.7871
USDETB:CUR;01/03/2022;50.779;50.8568;50.7;50.7871
USDETB:CUR;28/02/2022;50.7667;50.7993;50.7667;50.779
USDETB:CUR;25/02/2022;50.7595;50.7667;50.71;50.7667
USDETB:CUR;24/02/2022;50.7479;50.8791;50.7;50.7595
USDETB:CUR;23/02/2022;50.7393;50.7479;50.55;50.7479
USDETB:CUR;22/02/2022;50.6835;50.7393;50.5;50.7393
USDETB:CUR;21/02/2022;50.6187;50.6835;50.6187;50.6835
USDETB:CUR;18/02/2022;50.5641;50.6187;50.5641;50.6187
USDETB:CUR;17/02/2022;50.5;50.5641;50.445;50.5641
USDETB:CUR;16/02/2022;50.445;50.5;50.445;50.5
USDETB:CUR;15/02/2022;50.38;50.445;50.3442;50.445
USDETB:CUR;14/02/2022;50.1434;50.38;50.1434;50.38
USDETB:CUR;11/02/2022;50.2603;50.3279;50.2022;50.3236
USDETB:CUR;10/02/2022;50.2071;50.2603;50.2;50.2603
USDETB:CUR;09/02/2022;50.1434;50.2071;50.0432;50.2071
USDETB:CUR;08/02/2022;50.0903;50.1434;50.04;50.1434
USDETB:CUR;07/02/2022;50.0273;50.0903;50.0273;50.0903
USDETB:CUR;04/02/2022;50.0273;50.0273;50;50.0273
USDETB:CUR;03/02/2022;49.9748;49.9748;49.7853;49.9
USDETB:CUR;02/02/2022;49.8615;49.9124;49.7485;49.7853
USDETB:CUR;01/02/2022;49.7983;49.8615;49.7983;49.8615
USDETB:CUR;31/01/2022;49.7684;49.7983;49.7;49.7983
USDETB:CUR;28/01/2022;49.7336;49.7684;49.65;49.7684
USDETB:CUR;27/01/2022;49.7043;49.7336;49.65;49.7336
USDETB:CUR;26/01/2022;49.669;49.7043;49.6;49.7043
USDETB:CUR;25/01/2022;49.6388;49.669;49.5892;49.669
USDETB:CUR;24/01/2022;49.6025;49.6388;49.53;49.6388
USDETB:CUR;21/01/2022;49.5728;49.6025;49.5;49.6025
USDETB:CUR;20/01/2022;49.5386;49.5728;49.5;49.5728
USDETB:CUR;19/01/2022;49.5386;49.5386;49.45;49.5386
USDETB:CUR;18/01/2022;49.5103;49.5386;49.4447;49.5386
USDETB:CUR;17/01/2022;49.5103;49.5103;49.5103;49.5103
USDETB:CUR;14/01/2022;49.446;49.4752;49.4;49.4752
USDETB:CUR;13/01/2022;49.4115;49.446;49.35;49.446
USDETB:CUR;12/01/2022;49.3463;49.4115;49.3;49.4115
USDETB:CUR;11/01/2022;49.3463;49.3813;49.3;49.3463
USDETB:CUR;10/01/2022;49.3177;49.3463;49.2936;49.3463
USDETB:CUR;07/01/2022;49.3177;49.3305;49.2684;49.3177
USDETB:CUR;06/01/2022;49.2832;49.3177;49.2;49.3177
USDETB:CUR;05/01/2022;49.2541;49.2886;49.2213;49.2832
USDETB:CUR;04/01/2022;49.2207;49.2541;49.1715;49.2541
USDETB:CUR;03/01/2022;49.1936;49.3033;49.1715;49.2207
USDETB:CUR;31/12/2021;49.1317;49.3033;49.1317;49.1936
USDETB:CUR;30/12/2021;49.0802;49.1317;49;49.1317
USDETB:CUR;29/12/2021;49.0179;49.1366;48.95;49.0802
USDETB:CUR;28/12/2021;48.965;49.0179;48.9;49.0179
USDETB:CUR;27/12/2021;48.9024;48.965;48.8;48.965
USDETB:CUR;24/12/2021;48.8443;48.9024;48.8;48.9024
USDETB:CUR;23/12/2021;48.7829;48.8443;48.75;48.8443
USDETB:CUR;22/12/2021;48.7297;48.7829;48.681;48.7829
USDETB:CUR;21/12/2021;48.6679;48.7297;48.6125;48.7297
USDETB:CUR;20/12/2021;48.6125;48.6721;48.5;48.6679
USDETB:CUR;17/12/2021;48.5513;48.6125;48.45;48.6125
USDETB:CUR;16/12/2021;48.499;48.5513;48.45;48.5513
USDETB:CUR;15/12/2021;48.4374;48.499;48.15;48.499
USDETB:CUR;14/12/2021;48.3862;48.4374;48.22;48.4374
USDETB:CUR;13/12/2021;48.3238;48.3862;48.25;48.3862
USDETB:CUR;10/12/2021;48.2741;48.3238;48.22;48.3238
USDETB:CUR;09/12/2021;48.2143;48.2741;48.2;48.2741
USDETB:CUR;08/12/2021;48.1608;48.2143;48;48.2143
USDETB:CUR;07/12/2021;48.1002;48.1608;48.1;48.1608
USDETB:CUR;06/12/2021;48.0488;48.1002;48;48.1002
USDETB:CUR;03/12/2021;47.9893;48.0488;47.9413;48.0488
USDETB:CUR;02/12/2021;47.9404;47.9893;47.88;47.9893
USDETB:CUR;01/12/2021;47.8791;47.9404;47.8;47.9404
USDETB:CUR;30/11/2021;47.8476;47.8791;47.8312;47.8791
